Portfolio / Property Name,Street Address,City,State,Country,Zip Code,Sector,Subsector,Sector Attribute,Part of Mixed Use Development,Market,Submarket,Size,Size Type,Sale Date,Stake Sold,Local Currency Sale Price (M),Local Currency Symbol,Sale Price Per (in Local Currency),Selected Currency Sale Price ($) (M),Submarket Grade,Property Cap Rate,Property Cap Rate Type,Part of a Portfolio?,Buyer Objective,To be demolished,Buyer Broker,Seller Broker,Land Area (acres),Stories,Parking,Buildings,Year Built,Year Renovated,Occupancy,Green Street Market Cap Rate,Submarket Cap Rate,Zip Code Cap Rate,Lender,1st Mortgage,Verified?,Buyer_1,Buyer_2,Buyer_3,Buyer_4,Seller_1,Seller_2,Seller_3,Seller_4,id_lt_x,propertykey_id,statuspriceadjustedusd_amt_cpiNOTadj,price_cpiNOTadj,propertykey_id_typeadj,propertytype_adj,propertyname_raw,status_dt,intconveyed_nb,intconveyed,address,buyername1,buyername2,buyername3,buyername4,sellername1,sellername2,sellername3,sellername4,zip_cd,psf/ppu,sqft_nb_OG,units_OG,id_lt_y,score
Monrovia Landing,"723 East Huntington Drive, Monrovia, CA 91016",Monrovia,CA,United States,91016,Strip Center,Power Center,,No,Los Angeles,San Gabriel Valley,96885,SF,8/28/19,1,30.5,$,314.81,,B+,0.054,As Reported,No,,No,,CBRE Group,,,0,,1972,2018,1,0.06686057,0.06838374,0.06628955,,,Yes,,,,,Telos Capital, Warner Pacific Properties,,,8324,1167072,30500000,30500000,114846,Retail,Monrovia Landing,8/15/19,1,,723-737 E Huntington Dr,MOJTABA SAJJADIEH,,,,TELOS CAPITAL,WARNER PACIFIC,,,91016,314.8062,96885,,11000,1.0000004
1438 South Power Road,"1438 South Power Road, Mesa, AZ 85206",Mesa,AZ,United States,85206,Strip Center,Unanchored Strip,,No,Phoenix,Mesa,8000,SF,8/27/19,1,5.43,$,678.13,,A-,0.05063531,Trailing 12 months,Yes,,No,CBRE Group,CBRE Group,,1,0,,2013,,1,0.07187497,0.07187344,0.07101538,,,Yes,,,,,TradeCor,,,,8328,553786,5425000,5425000,86156,Retail,1438 South Power Road,8/27/19,1,,1438 S Power Rd,DML PORTENT 2,,,,TRADECOR PARTNERS,,,,85206,657.4164,8252,,7553,1.0000001
31-57 South B Street,"31 South B Street, San Mateo, CA 94401",San Mateo,CA,United States,94401,Strip Center,Unanchored Strip,,No,San Francisco,San Mateo,9000,SF,8/27/19,1,6.83,$,759,,A+,0.06415779,Green Street Market Estimate,No,,No,CBRE Group,CBRE Group,,1,0,,,,,0.06686057,0.0633314,0.06739229,,,Yes,Prometheus Real Estate Group,,,,,,,,8330,1417455,6831000,6831000,144521,Retail,31 South B Street,8/12/19,1,,31 S B St,PROMETHEUS REAL ESTATE,,,,JAMES GB DEMARTINI III FREDERICK W DEMARTINI,,,,94401,731.7622,9335,,16628,0.9215954
6821 Stockton Boulevard,"6821 Stockton Boulevard, Sacramento, CA 95823",Sacramento,CA,United States,95823,Strip Center,Neighborhood Center,With a Grocer,No,Sacramento,Florin / Elk Grove,100787,SF,8/26/19,1,19,$,188.52,,B,0.08431131,Green Street Market Estimate,No,,No,,,,,0,,2008,,,0.08065719,0.08179475,0.08904334,,,Yes,,,,,,,,,8331,1166997,19000000,19000000,114833,Retail,6833 Stockton Boulevard,8/27/19,1,,6833 Stockton Blvd,TUYET PHAM LUONG KIEN GIANG LUONG,,,,VI HAN LU,,,,95823,188.5164,100787,,10999,0.9790632
Lake Drive Plaza,"915 Hardy Road, Vinton, VA 24179",Vinton,VA,United States,24179,Strip Center,Community Center,With a Grocer,No,"Roanoke, VA",,163312,SF,8/26/19,1,16.65,$,101.95,,,0.075,As Reported,No,,No,,CBRE Group,,1,0,,,,1,,,,,,Yes,,,,,,,,,8336,226592,16650000,16650000,67114,Retail,Lake Drive Plaza,8/26/19,1,,915 Hardy Rd,RR VINTON,,,,BRIXMOR,,,,24179,103.9242,160213,,5654,0.9999997
440 East Sandford Boulevard,"440 East Sandford Boulevard, Mount Vernon, NY 10550",Mount Vernon,NY,United States,10550,Strip Center,Unanchored Strip,,No,Other,,22000,SF,8/26/19,1,8,$,363.64,,,,,No,,No,,CBRE Group,,1,0,,,,,,,,,,Yes,,,,,,,,,8338,1434623,8000000,8000000,145178,Retail,440 E Sandford Boulevard,8/26/19,1,,440 E Sandford Blvd,LIZ CHEN,,,,SAN COL,,,,10550,366.5353,21826,,17211,0.96435064
Corona Orchard Shopping Center,"1297 East Ontario Avenue, Corona, CA 92881",Corona,CA,United States,92881,Strip Center,Neighborhood Center,Without a Grocer,No,Inland Empire,Corona,45000,SF,8/23/19,1,19.2,$,426.67,,B-,,,No,,No,,,0.26173095,1,,,2005,,,0.07580563,0.07204377,0.067594,,,Yes,,,,,,,,,8339,1443595,19200000,19200000,145545,Retail,Corona Orchard Center,8/23/19,1,,1297 E Ontario Ave,BEHROUZ SAFI SAMGHABADI,,,,FREDERICK JACKSON HANSHAW TRUST,,,,92881,445.8998,43059,,17551,0.9240916
14103 Ramona Boulevard,"14103 Ramona Boulevard, Baldwin Park, CA 91706",Baldwin Park,CA,United States,91706,Strip Center,Neighborhood Center,With a Grocer,No,Los Angeles,San Gabriel Valley,46000,SF,8/23/19,1,11.78,$,256.04,,B+,0.06717642,Green Street Market Estimate,No,,No,,Colliers,2.2136,,0,4,,,,0.06686057,0.06838374,0.07278953,,,Yes,Reliable Properties,,,,Valu Properties,,,,8341,1435191,11778000,11778000,145227,Retail,14103 Ramona Boulevard,8/22/19,1,,14103 Ramona Blvd,RELIABLE PROPERTIES,,,,ALI A VAZIN,,,,91706,256.3388,45947,,17259,1.0000002
Country Meadows,"19539 Hess Road, Parker, CO 80134",Parker,CO,United States,80134,Strip Center,Strip / Convenience,,No,Denver,Southeast,11414,SF,8/22/19,1,7.7,$,674.61,,A+,0.0673,As Reported,No,,No,,CBRE Group,3.91,1,0,2,2018,,1,0.07034763,0.06796541,0.06611135,,,Yes,,,,,,,,,8342,1424017,7700000,7700000,144720,Retail,Country Meadows Square,8/22/19,1,,19539 Hess Rd,FDL,,,,COUNTRY MEADOWS DEVELOPMENT,,,,80134,319.0123,24137,,16787,0.8924184
Shoppes at Koch Park,"2109 Charbonier Road, Florissant, MO 63031",Florissant,MO,United States,63031,Strip Center,Neighborhood Center,With a Grocer,No,St. Louis,Northwest County,78793,SF,8/22/19,1,11,$,139.61,,C,0.079,As Reported,No,,No,,CBRE Group,5.73,1,0,1,1989,2006,0.987,0.08490231,0.0972872,0.09757373,,,Yes,Glen Una Management,,,,,,,,8343,766177,11200000,11200000,97677,Retail,Shoppes at Koch Park,8/22/19,1,,2235 Charbonier Rd,GLEN UNA PROPERTIES,,,,UNICORP,,,,63031,142.1446,78793,,8827,1
Two Guys Commons,"905 Loucks Road, York, PA 17404",York,PA,United States,17404,Strip Center,Neighborhood Center,With a Grocer,No,"York-Hanover, PA",,111000,SF,8/22/19,1,13.12,$,118.19,,,,,No,,No,,CBRE Group,,1,0,,,,,,,,,,Yes,CenterSquare Investment Management,,,,,,,,8344,453167,13118600,13118600,78060,Retail,Two Guys Commons,8/7/19,1,,905 Loucks Rd,RW CAPITAL PARTNERS,VASTGOOD PROPERTIES,,,URBAN EDGE,,,,17404,118.2069,110980,,6609,0.99999994
Westview Center,"7630 Barrington Road, Hanover Park, IL 60133",Hanover Park,IL,United States,60133,Strip Center,Community Center,With a Grocer,No,Chicago,West,326000,SF,8/21/19,1,19.58,$,60.07,,B+,0.07165389,Green Street Market Estimate,No,,No,,JLL,,,0,,1989,,,0.07450178,0.07219095,0.07817914,,,Yes,Core Acquisitions,,,,Brixmor Property Group,,,,8345,208050,20241250,20241250,61483,Retail,Westview Center,8/21/19,1,,7630 N Barrington Rd,CORE ACQUISITIONS,,,,BRIXMOR,,,,60133,62.1838,325507,,5200,0.9999997
Crossroads at Chesapeake Square,"4107 Portsmouth Boulevard, Chesapeake, VA 23321",Chesapeake,VA,United States,23321,Strip Center,Community Center,With a Grocer,No,Norfolk / Hampton Roads,,199000,SF,8/21/19,1,23.1,$,116.08,,,0.0927,As Reported,No,,No,,CBRE Group,,1,0,,,,0.9,,,,,,Yes,,,,,InvenTrust Properties,,,,8346,148007,23100000,23100000,43552,Retail,Crossroads at Chesapeake Square,8/21/19,1,,4107 Portsmouth Blvd,AMERICAN COMML REALTY,,,,INVENTRUST,INVENTRUST,,,23321,116.2317,198741,,3620,0.99999934
Frederick Crossing,"7208 Guilford Drive, Frederick, MD 21704",Frederick,MD,United States,21704,Strip Center,Unanchored Strip,,No,Other,,295000,SF,8/21/19,1,,,,,,,,Yes,,No,,JLL,,,0,,,,,,,,,,Yes,Acadia Realty Trust, DLC Management,,,Washington REIT,,,,8348,202648,33100000,33100000,59876,Retail,Frederick Crossing,8/22/19,1,leasehold,7208 Guilford Dr,ACADIA REALTY,DLC MANAGEMENT,,,WASHREIT,,,,21704,112.3085,294724,,5082,1.0000001
Frederick County Square Shopping Center,"1003 West Patrick Street, Frederick, MD 21703",Frederick,MD,United States,21703,Strip Center,Unanchored Strip,,No,Other,,227000,SF,8/21/19,1,,,,,,,,Yes,,No,,JLL,,,0,,,,,,,,,,Yes,Acadia Realty Trust, DLC Management,,,Washington REIT,,,,8349,453359,21800000,21800000,78072,Retail,Frederick County Square,8/22/19,1,,1003 W Patrick St,ACADIA REALTY,DLC MANAGEMENT,,,WASHREIT,,,,21702,96.0352,227000,,6612,0.892785
Cherry Hill Commons,"500 New Jersey 38, Cherry Hill, NJ 08002",Cherry Hill,NJ,United States,8002,Strip Center,Power Center,Without a Grocer,No,Philadelphia,Cherry Hill,261000,SF,8/20/19,1,28.38,$,108.72,,B,0.07628041,Green Street Market Estimate,No,,No,,CBRE Group,,1,0,1,2005,,,0.0739863,0.07900204,0.07652966,,,Yes,Paramount Realty Services,,,,Urban Edge Properties,,,,8351,540922,28375000,28375000,84813,Retail,Cherry Hill Commons,8/20/19,1,,500 Rte 38,PARAMOUNT REALTY SERVICES,,,,URBAN EDGE,,,,8002,107.0755,265000,,7417,0.9999993
Rainier View Marketplace,"16810 Meridian East, Puyallup, WA 98375",Puyallup,WA,United States,98375,Strip Center,Unanchored Strip,,No,Other,,74000,SF,8/19/19,1,17.3,$,233.78,,,,,No,,No,CBRE Group,,,1,0,,,,,,,,,,Yes,,,,,Verus Partners,,,,8353,1411955,17300000,17300000,144294,Retail,Rainier View Marketplace,8/19/19,1,,16810 Meridian E,KEVIN J MCDONALD ELAINE L MCDONALD,,,,VERUS PARTNERS,,,,98375,246.1582,70280,,16414,0.99999934
Bensalem Square,"2544 Knights Road, Bensalem, PA 19020",Bensalem,PA,United States,19020,Strip Center,Neighborhood Center,With a Grocer,No,Philadelphia,Bucks County,72000,SF,8/16/19,1,8.8,$,122.22,,A-,0.088,As Reported,No,,No,,JLL,12.1091827,1,0,1,1984,,1,0.0739863,0.07239107,0.08009714,,,Yes,,,,,,,,,8354,103878,8745000,8745000,30526,Retail,Bensalem Square,8/13/19,1,,2506 Knights Rd,LS PROPERTIES INVESTMENT,,,,BRIXMOR,,,,19020,121.2092,72148,,2550,0.99999976
Clawson Center,"1185 West 14 Mile Road, Clawson, MI 48017",Clawson,MI,United States,48017,Strip Center,Neighborhood Center,,No,Detroit,Royal Oak / Southfield,91266,SF,8/16/19,1,19.2,$,210.37,,B-,0.08397177,Green Street Market Estimate,No,,No,,Mid-America Real Estate Corp.,,,0,,,,,0.08672164,0.08911021,0.08583499,,,Yes,Tabani Group,,,,Viking Partners,,,,8356,429516,25000000,25000000,76722,Retail,Clawson Center,8/16/19,1,,1015-1035 W 14 Mile Rd,TABANI GROUP,,,,VIKING PARTNERS,,,,48017,191.6825,130424,,6490,1.0000008
Tanglewood Center,"500 Chimney Rock Road, Houston, TX 77057",Houston,TX,United States,77057,Strip Center,Unanchored Strip,,No,Houston,Northwest,41000,SF,8/16/19,1,25,$,609.76,,A,0.07175756,Green Street Market Estimate,No,,No,,JLL,,1,0,,,,,0.07466246,0.07053525,0.07447347,,,Yes,Unilev Capital Corp.,,,,,,,,8357,1414575,13184406.48,13184406.48,144382,Retail,Tanglewood Center,8/16/19,1,,500 Chimney Rock Rd,UNILEV CAPITAL,,,,WMJK,,,,77057,319.56,41258,,16499,1.0000004
11723-11733 Barrington Court,"11723 Barrington Court, Los Angeles, CA 90049",Los Angeles,CA,United States,90049,Strip Center,Unanchored Strip,,No,Los Angeles,Westside,9000,SF,8/14/19,1,11.07,$,"1,230.44",,A,0.05509556,Green Street Market Estimate,No,,No,Kidder Mathews,Kidder Mathews,,,0,,,,,0.06686057,0.06059073,0.0612259,,,Yes,Jade Enterprises,,,,Friedman Family Trust,,,,8363,972207,11074000,11074000,111208,Retail,11741 Barrington Court,8/2/19,1,,11723 Barrington Ct,JADE ENTERPRISES,,,,JULIE K FRIEDMAN,,,,90049,1279.196,8657,,10657,0.8918084
Harbison Court,"264 Harbison Boulevard, Columbia, SC 29212",Columbia,SC,United States,29212,Strip Center,Power Center,,No,Columbia,,258000,SF,8/12/19,1,36.5,$,141.47,,,0.06273202,Trailing 12 months,No,,No,,CBRE Group,,,0,,1991,2006,,,,,,,Yes,,,,,SITE Centers,,,,8369,103213,36500000,36500000,30319,Retail,Harbison Court,8/7/19,1,,252-280 Harbison Blvd,BIG V PROPERTIES,,,,RETAIL VALUE,,,,29212,141.6925,257600,,2532,0.99999946
700 Commons Drive,"700 Commons Drive, Woodbury, MN 55125",Woodbury,MN,United States,55125,Strip Center,Unanchored Strip,,No,Minneapolis,St. Paul / East,14000,SF,8/9/19,1,11.78,$,841.43,,B-,0.06,As Reported,No,,No,,CBRE Group; Hanley Investment Group,2.4186,1,0,3,2018,,,0.07641208,0.07728151,0.07289838,,,Yes,,,,,,,,,8372,1411616,11780000,11780000,144268,Retail,700 Commons Drive,7/25/19,1,,700 Commons Dr,AE PETERSON ENTERPRISES,,,,ONECORP,,,,55125,861.363,13676,,16393,1
Ennis Crossroads,"1011 East Ennis Avenue, Ennis, TX 75119",Ennis,TX,United States,75119,Strip Center,Unanchored Strip,,No,Other,,65000,SF,8/6/19,1,5.2,$,80,,,0.093,As Reported,No,,No,Marcus & Millichap IPA,Marcus & Millichap IPA,5.7,1,0,,1979,,1,,,,,,Yes,,,,,,,,,8379,972356,5200000,5200000,111223,Retail,Ennis Crossroads Shopping Center,8/2/19,1,,108 S Mulberry St,KARIM MOMIN,,,,DAVID T STEWART,,,,75119,67.2878,77280,,10670,0.9049628
Weatherford Shopping Center,"310 North Washington Avenue, Weatherford, OK 73096",Weatherford,OK,United States,73096,Strip Center,Unanchored Strip,,No,Other,,109000,SF,8/6/19,1,7.3,$,66.93,,,,,No,,No,,CBRE Group,,1,0,,,,,,,,,,Yes,,,,,,,,,8381,1434629,7295000,7295000,145179,Retail,Weatherford Shopping Center,8/6/19,1,,310 N Washington Ave,ROUTH PROPERTIES,,,,BR PROPERTIES,,,,73096,66.6929,109382,,17212,1.0000001
200 Greenwich Avenue,"200 Greenwich Avenue, Greenwich, CT 06830",Greenwich,CT,United States,6830,Strip Center,Unanchored Strip,,No,Fairfield County,,63000,SF,8/6/19,1,67,$,"1,063.49",,,0.045,As Reported,No,,No,,CBRE Group,,,0,,,,1,,,,,,Yes,Kensico Properties,,,,Dean Metropoulos,,,,8383,78283,67000000,67000000,22828,Retail,200 Greenwich Avenue,7/26/19,1,,200 Greenwich Ave,KENSICO PROPERTIES,,,,DEAN METROPOULOS,,,,6830,1406.9128,47622,,1884,1.0000001
497&525 Farmington Avenue,"525 Farmington Avenue, Bristol, CT 06010",Bristol,CT,United States,6010,Strip Center,Unanchored Strip,,No,Hartford,,30000,SF,8/5/19,1,7.88,$,262.5,,,,,No,,No,,CBRE Group,,1,0,,,,,,,,,,Yes,,,,,Nightingale Properties,,,,8384,172228,7875000,7875000,50688,Retail,525 Farmington Avenue,7/31/19,1,,525 Farmington Ave,OAK TRAIL II,,,,NIGHTINGALE PROPERTIES,AZURE PARTNERS,,,6010,170.4509,46201,,4245,0.9016732
Crossroads Town Center,"108 West Highland Road, Howell, MI 48843",Howell,MI,United States,48843,Strip Center,Neighborhood Center,With a Grocer,No,Detroit,Livingston County,102000,SF,8/5/19,1,9.1,$,89.22,,B,0.08397177,Green Street Market Estimate,No,,No,,Mid-America Real Estate Corp.,,,0,,,,,0.08672164,0.08383555,0.08583499,,,Yes,,,,,Phillips Edison & Co.,,,,8385,12344,6500000,6500000,3108,Retail,Crossroads Town Center,8/7/19,1,,102-202 W Highland Rd,,,,,PHILLIPS EDISON AND,,,,48855,63.5541,102275,,235,0.99999994
3009 South Custer Road,"3009 South Custer Road, McKinney, TX 75070",McKinney,TX,United States,75070,Strip Center,Strip / Convenience,,No,Dallas / Fort Worth,McKinney / Allen,14848,SF,8/1/19,1,8.2,$,552.26,,A-,0.0654,As Reported,No,,No,,,1.96,,,,2018,,1,0.06859234,0.06385906,0.06388612,,,Yes,,,,,,,,,8392,1272792,5050000,5050000,129384,Retail,5131 South Custer Road,8/9/19,1,,5131 S Custer Rd,WERTZ REALTY INVESTMENT,,,,GREENWAY INVESTMENT,,,,75070,484.1802,10430,,12341,0.8781011
Main Street at Joppa Road,"3613 East Joppa Road, Parkville, MD 21234",Parkville,MD,United States,21234,Strip Center,Unanchored Strip,,No,Baltimore,White Marsh,21000,SF,8/1/19,1,5.6,$,266.67,,B,0.073,As Reported,No,,No,Marcus & Millichap IPA,Marcus & Millichap IPA,,2,0,,2006,,,0.07762497,0.07897884,0.07862113,,,Yes,,,,,,,,,8397,568857,5600000,5600000,87810,Retail,Main Street at Joppa Road,8/1/19,1,,3615 E Joppa Rd,,,,,DERONDA MAIN ST JOPPA,,,,21234,261.6945,21399,,7709,1.0000004
1411 South Power Road,"1411 South Power Road, Mesa, AZ 85209",Mesa,AZ,United States,85209,Strip Center,Unanchored Strip,,No,Phoenix,Mesa,9000,SF,8/1/19,1,6.48,$,720,,A-,0.064,As Reported,No,,No,,Marcus & Millichap IPA,,,0,,,,,0.07187497,0.07187344,0.07101538,,,Yes,,,,,,,,,8398,553786,5425000,5425000,86156,Retail,1438 South Power Road,8/27/19,1,,1438 S Power Rd,DML PORTENT 2,,,,TRADECOR PARTNERS,,,,85206,657.4164,8252,,7553,0.89356405
Moline Town Center,"4100 10th Street, Moline, IL 61265",Moline,IL,United States,61265,Strip Center,Power Center,,No,Davenport,,96000,SF,8/1/19,1,12.6,$,131.25,,,,,No,,No,,Cushman & Wakefield,,,0,,,,,,,,,,Yes,,,,,Harlem Irving Companies,,,,8400,785082,12600000,12600000,99111,Retail,Moline Towne Center,8/1/19,1,,4100 10th Street Dr,RANCHO MOLINE I,,,,HARLEM IRVING,,,,61265,129.309,97441,,8974,0.9599709
Midway Square,"5109 South Pulaski Road, Chicago, IL 60632",Chicago,IL,United States,60632,Strip Center,Neighborhood Center,Without a Grocer,No,Chicago,South,55332,SF,8/1/19,1,13.25,$,239.46,,C+,0.0751512,Green Street Market Estimate,No,,No,,Mid-America Real Estate Corp.,3.35,1,0,1,1987,,,0.07450178,0.08189855,0.08511127,,,Yes,Plaza Fiesta,,,,Newport Capital Partners,,,,8406,170491,13400000,13400000,50194,Retail,Midway Square,8/1/19,1,,5151 S Pulaski Rd,PLAZA FIESTA PF MIDWAY,,,,NEWPORT CAPITAL PARTNERS,,,,60632,241.1199,55574,,4204,1.0000001
Orchard Plaza 1-4,"8745 East Orchard Road, Greenwood Village, CO 80111",Greenwood Village,CO,United States,80111,Strip Center,Community Center,Without a Grocer,No,Denver,Southeast,157740,SF,8/1/19,1,26.5,$,168,,A+,0.05812722,Green Street Market Estimate,No,,No,,CBRE Group,3.68,1,0,,1979,,,0.07034763,0.06796541,0.06402684,,,Yes,Gart Properties,,,,Crown West Realty,,,,8407,221495,26800000,26800000,65579,Retail,Orchard Plaza I-IV,7/25/19,1,,8745-8775 E Orchard Rd,GART PROPERTIES,,,,PETRUS PARTNERS,,,,80111,169.9882,157658,,5543,0.8927913
Burnt Store Marketplace,"3941 Tamiami Trail, Punta Gorda, FL 33950",Punta Gorda,FL,United States,33950,Strip Center,Power Center,With a Grocer,No,"Punta Gorda, FL",,95625,SF,7/31/19,1,17,$,177.78,,,,,No,,No,,CBRE Group,,,0,,1990,,0.88,,,,,,Yes,Branch Properties,,,,Kite Realty Group Trust,,,,8412,912808,17000000,17000000,109008,Retail,Burnt Store Marketplace,7/31/19,1,,3941 Tamiami Trl,BRANCH PROPERTIES,,,,KITE REALTY GROUP,,,,33950,177.7778,95625,,10107,0.9999995
1041-1045 Flatbush Avenue,"1041 Flatbush Avenue, Brooklyn, NY 11226",Brooklyn,NY,United States,11226,Strip Center,Street Retail,Urban Store Front,No,New York,Brooklyn,13000,SF,7/29/19,1,8.9,$,684.62,,A-,0.06054182,Green Street Market Estimate,No,,No,,Rosewood Realty Group,,,0,,,,,0.06749734,0.06717898,0.06896589,,,Yes,,,,,,,,,8415,1411918,8800000,8800000,144292,Office,1041 Flatbush Avenue,7/29/19,1,,1041 Flatbush Ave,1045 FLATBUSH AVE,,,,STERLING NATIONAL BANK,,,,11226,590.604,14900,,16412,0.94972014
Bridgewater Marketplace,"13200-13212 East Colonial Drive, Orlando, FL 32826",Orlando,FL,United States,32826,Strip Center,Neighborhood Center,With a Grocer,No,Orlando,East Orange,62460,SF,7/26/19,1,5.7,$,91.26,,A,0.07743653,Green Street Market Estimate,No,,No,,JLL,,,0,,1998,,,0.07515385,0.07346293,0.07914506,,,Yes,HS Capital Fund,,,,LNR Partners,,,,8417,237869,5700000,5700000,69654,Retail,Bridgewater Marketplace,7/29/19,1,,13212 E Colonial Dr,HS CAPITAL FUND,,,,PNC FINANCIAL SERVICES,LB UBS 2007 C6,,,32828,98.3437,57960,,5860,0.9999992
807-813 East A Street,"807 East A Street, Jenks, OK 74037",Jenks,OK,United States,74037,Strip Center,Unanchored Strip,,No,Tulsa,,20000,SF,7/25/19,1,5.35,$,267.5,,,0.077,As Reported,No,,No,,Marcus & Millichap IPA,,,0,,,,,,,,,,Yes,,,,,,,,,8421,1410479,5350000,5350000,144173,Retail,807 East A Street,7/25/19,1,,807 E a St,SHOPS AT JENKS,,,,PROPERTIES CO OF AMERICA,,,,74037,257.5335,20774,,16303,0.87474084
8600 West Pico Boulevard,"8600 West Pico Boulevard, Los Angeles, CA 90035",Los Angeles,CA,United States,90035,Strip Center,Street Retail,Urban Store Front,No,Los Angeles,Westside,14000,SF,7/24/19,1,6.1,$,435.71,,A,0.05235784,Green Street Market Estimate,No,,No,Marcus & Millichap IPA,Marcus & Millichap IPA,0.2566,,0,1,,,,0.06686057,0.06059073,0.0612259,,,Yes,,,,,,,,,8423,220276,6100000,6100000,65195,Retail,8600 West Pico Boulevard,7/17/19,1,,8600 W Pico Blvd,PPI CAPITAL,,,,HYON CHOUGH BLUEPRINT FURNITURE,,,,90035,435.7143,14000,,5506,0.9999993
Winery Square,"1955 West Texas Street, Fairfield, CA 94533",Fairfield,CA,United States,94533,Strip Center,Neighborhood Center,With a Grocer,No,"Vallejo, CA",,120000,SF,7/24/19,1,14.25,$,118.75,,,,,No,,No,,Cushman & Wakefield,,,0,,,,,,,,,,Yes,,,,,Phillips Edison & Co.,,,,8424,75915,14250000,14250000,22067,Retail,Winery Square,7/19/19,1,,1955 W Texas St,UNILEV CAPITAL,,,,PHILLIPS EDISON AND,,,,94533,116.8512,121950,,1830,0.9999998
102-104 Fulton Street (Retail),"102 Fulton Street, New York, NY 10038",New York,NY,United States,10038,Strip Center,Street Retail,Urban Store Front,No,New York,Downtown,1000,SF,7/22/19,1,10.2,$,"10,200.00",,A,,,No,,No,,JLL,0.0911,,0,1,,,,0.06749734,0.06367335,0.06345776,,,Yes,Hubb NYC,,,,,,,,8432,12254,10200000,10200000,3084,Retail,102 - 104 Fulton Street,7/22/19,1,,102-104 Fulton St,HUBB NYC,,,,YAIR LEVY,,,,10038,3602.9671,2831,,231,0.9309364
Village Square Shopping Center,"919 North Lexington-Springmill Road, Mansfield, OH 44906",Mansfield,OH,United States,44906,Strip Center,Power Center,With a Grocer,No,"Mansfield, OH",,184000,SF,7/22/19,1,8.55,$,46.47,,,,,No,,No,Marcus & Millichap IPA,Marcus & Millichap IPA,22.54,1,0,,1993,2018,,,,,,,Yes,RCG Ventures,,,,Stone Turn,,,,8433,226901,8550000,8550000,67212,Retail,Village Square Shopping Center,7/22/19,1,,919 N Lexington Springmill Rd,RCG VENTURES,,,,SPINK PROPERTIES,,,,44906,47.4731,180102,,5665,0.9999999
Heyman Center,"730 South Western Avenue, Los Angeles, CA 90005",Los Angeles,CA,United States,90005,Strip Center,Unanchored Strip,,No,Los Angeles,Downtown / Hollywood,22000,SF,7/22/19,1,12.55,$,570.45,,B+,0.04,As Reported,No,,No,Marcus & Millichap IPA,Marcus & Millichap IPA,,,0,,,,,0.06686057,0.06595909,0.06628955,,,Yes,Jamison Services,,,,Heyman Properties,,,,8434,1409937,12550000,12550000,144116,Retail,Heyman Center,7/22/19,1,,730 S Western Ave,JAMISON SERVICES,,,,DANIEL HEYMAN,,,,90005,496.0474,25300,,16250,0.99999964
Menifee Town Center,"30121 Antelope Road, Menifee, CA 92584",Menifee,CA,United States,92584,Strip Center,Neighborhood Center,With a Grocer,No,Inland Empire,Moreno Valley / Perris,124000,SF,7/22/19,1,25.35,$,204.44,,C,0.07612702,Annualized,No,,No,,,8,,0,1,1992,,0.951,0.07580563,0.07822447,0.07378782,,,Yes,Fabio Conti,,,,Weingarten Realty Investors,,,,8437,118806,25350000,25350000,34974,Retail,Menifee Town Center,7/18/19,1,,30121-30187 Antelope Rd,FABIO CONTI,,,,WEINGARTEN REALTY,,,,92584,320.3427,79134,29,2884,0.9999997
Shoppes at the Royale,"1400 66th Street North, St. Petersburg, FL 33710",St. Petersburg,FL,United States,33710,Strip Center,Neighborhood Center,Without a Grocer,No,Tampa-St. Petersburg,South Pinellas,42025,SF,7/18/19,1,18.5,$,440.21,,B+,0.07676081,Green Street Market Estimate,No,,No,,,,,0,,,,,0.07515385,0.0765023,0.0774212,,,Yes,,,,,,,,,8439,44096,18500000,18500000,12470,Retail,Shoppes at the Royale,7/18/19,1,,1418 66th St N,PAUL CAPLAN,,,,DAVID AND SUSAN K MACRAE,,,,33710,403.0677,45898,,1007,1.0000007
Shops Buckhead Atlanta,"3035 Peachtree Road, Atlanta, GA 30305",Atlanta,GA,United States,30305,Strip Center,Unanchored Strip,,No,Atlanta,Buckhead,355000,SF,7/17/19,1,191.5,$,539.44,,A,0.06484489,Green Street Market Estimate,No,,No,,JLL,4,,0,2,,,,0.07047394,0.06368689,0.06336321,,,Yes,Jamestown,,,,Baupost Group, OliverMcMillan,,,8444,526940,182237500,182237500,83791,Retail,The Shops Buckhead,7/17/19,1,,3035 Peachtree Rd,JAMESTOWN,,,,OLIVERMCMILLAN,BAUPOST GROUP,,,30305,513.4087,354956,,7320,0.8747352
196 Orchard Street (Retail condo),"196 Orchard Street, New York, NY 10002",New York,NY,United States,10002,Strip Center,Street Retail,Urban Store Front,No,New York,Downtown,60000,SF,7/17/19,1,88.75,$,"1,479.17",,A,0.06054182,Green Street Market Estimate,No,,No,,Hodges Ward Elliott,,,0,,,,,0.06749734,0.06367335,0.06896589,,,Yes,American Realty Capital,,,,Magnum Real Estate Group, Real Estate Equities,,,8446,1407559,88800000,88800000,143815,Retail,196 Orchard Street (Retail Condo),7/17/19,1,condo ,196 Orchard St,NYC REIT (NON TRADED),,,,REAL ESTATE EQUITIES,MAGNUM REAL ESTATE GROUP,,,10002,1475.8185,60170,,15974,0.9999995
